Customer_ID,Age,Gender,Annual_Income,Employment_Status,Credit_Score,Marital_Status,Account_Balance,Loan_Amount,Num_of_Dependents,Num_of_Transactions,Joining_Date,Region,Last_Activity_Date,Customer_Churn
f0955344-7c75-4b05-800e-3bcb8f999888,50,Male,69176,Student,720,Single,6516.93,66261.6,3,461,26-11-2020,East,29-06-2024,Yes
0b2543c1-d32e-4340-91de-3530cf385d53,29,Male,52866,Student,682,Married,20981.12,191804.36,3,286,12-09-2021,South,05-05-2024,No
1515461a-f5be-4e63-8d0d-9aba0794bc25,39,Female,50696,Employed,574,Divorced,44432.64,11517.6,1,238,18-11-2024,North,30-08-2024,No
d30ff4fe-3220-42d6-9050-51a785fcf09b,61,Male,29602,Retired,702,Single,3312.64,118059.6,0,180,13-05-2021,East,23-08-2024,No
98bc4bd7-2e0a-4e21-8038-aea24539ce08,42,Female,61193,Unemployed,600,Divorced,48109.41,37468.19,0,232,03-05-2020,South,11-09-2024,No
03e85c0c-5015-4676-8366-61f7202f7ec5,66,Male,59682,Student,630,Married,34278.97,143882.94,3,222,10-05-2022,East,08-11-2024,Yes
ad4de1b9-dc99-43f6-a482-9033c0dad5eb,44,Female,82448,Unemployed,662,Married,31937.42,39298.61,4,291,31-10-2024,North,16-03-2024,No
866763f9-4ab6-4336-8377-5441737c23d4,59,Female,45383,Unemployed,749,Single,14257.4,50899.74,2,50,04-08-2024,South,29-07-2024,Yes
7191abd6-56c1-4075-8cfb-e26140eedc87,45,Male,53287,Student,805,Single,13190.8,101402.31,3,131,11-10-2020,East,22-03-2024,Yes
682ea2b1-79d6-432e-88d1-a7b1f2196a6b,33,Female,53740,Retired,680,Widowed,47160.85,183392.82,4,236,31-07-2020,East,18-06-2024,No
bbd43a8b-5e0d-469d-b3dc-e1fa220be28c,32,Female,73661,Student,640,Divorced,15615.35,46284.3,4,303,01-11-2024,South,23-05-2024,Yes
feddef5c-53bc-4d00-a877-f109f4b66e69,64,Male,48570,Unemployed,676,Single,38999.76,33126.8,1,97,22-01-2020,East,04-04-2024,No
e40aa1f9-5330-46ed-9463-f18d55502f4a,68,Female,54185,Student,694,Widowed,20262.97,153000.48,1,276,04-08-2022,East,26-09-2024,No
6c68805d-9cf3-4e9f-aa47-bb5db569c1b8,61,Male,59118,Unemployed,633,Divorced,7823.45,102620.81,0,498,07-07-2020,North,25-02-2024,Yes
4a86dfbc-9786-4410-9430-992943c00824,69,Female,52799,Unemployed,739,Single,1525.05,182798.1,0,38,28-09-2023,North,03-05-2024,No
8100c2ca-8aeb-43cf-b471-88bbe117cd75,20,Male,43303,Student,661,Widowed,27668.61,33589.84,2,256,12-09-2022,North,24-04-2024,No
9d3feca8-c0dd-47d6-8827-ddb0c509e207,54,Male,52911,Employed,674,Widowed,48813.16,130955.94,2,325,28-01-2021,North,12-02-2024,No
a5f7baca-497d-4faa-8b1b-02be3107b7ce,68,Female,66104,Student,683,Divorced,19087.67,50411.43,2,460,22-10-2020,North,17-02-2024,Yes
221df9b2-91d7-4b6f-a43e-facba198f909,24,Female,34602,Employed,671,Widowed,18502.42,35568.28,2,458,04-05-2023,North,03-07-2024,No
294178f3-f44f-463a-8068-e257ff221267,38,Female,51994,Unemployed,691,Divorced,17860.49,138268.74,4,253,06-11-2022,South,07-02-2024,No
76ef04d0-f87b-4c53-9d8f-201cfba6e5ea,26,Female,39498,Unemployed,619,Divorced,26506.65,120768.5,4,70,01-06-2023,North,02-04-2024,No
9ed4d227-ae10-48ef-bf54-4ef50eac47bf,56,Female,67925,Employed,622,Divorced,22592.58,152191.35,0,156,31-08-2024,East,05-04-2024,Yes
5d92289b-a4b9-4ab0-8814-5e70d7d2aec1,35,Male,27152,Unemployed,594,Married,44115.82,65345.2,1,183,11-12-2021,South,15-10-2024,No
1600fa59-5804-472f-9302-0cce569f1b1e,21,Female,41616,Employed,671,Widowed,25770.52,92354.47,1,442,05-02-2022,East,14-01-2024,Yes
fe309b80-68c1-4748-85c4-9a12f5dee05a,42,Male,55658,Employed,688,Divorced,25880.13,84066.98,3,287,14-06-2023,North,13-04-2024,No
d31934ce-2de2-43f6-95d7-bc9639866246,31,Male,73482,Unemployed,672,Single,7780.21,196897.45,4,343,05-06-2020,North,19-11-2024,Yes
548b630f-4b53-41ea-b0df-d6fd344f6a7d,67,Female,49013,Retired,733,Married,49154.24,61988.55,2,378,02-04-2023,East,29-07-2024,No
7a03ac49-a625-4010-b5b2-f90c591dc65d,26,Male,41672,Employed,649,Married,13248.67,62489.36,2,450,05-12-2021,East,14-12-2024,No
a8ddf902-5c79-4dd5-a3d2-2957e459befa,43,Male,78217,Student,683,Widowed,4594.84,74136.9,3,388,21-07-2021,East,22-07-2024,Yes
ee633e3e-da05-498f-9405-c5f87d0d69f4,19,Male,28279,Student,595,Divorced,33494.17,115095.85,1,151,25-07-2022,West,23-02-2024,Yes
c557ca5c-62c0-48bb-b1cf-481f8799fdfb,37,Male,17017,Unemployed,630,Widowed,30172.95,54202.94,2,53,04-10-2022,West,05-04-2024,No
6042ec20-ccfb-49db-a55d-a66efd66b12a,45,Female,56600,Retired,684,Married,21342.14,183481.54,1,153,24-12-2024,West,05-03-2024,No
b2d7f180-dcba-4327-95f0-627e68231c1d,64,Male,42469,Unemployed,692,Divorced,21687.42,56808.69,3,362,20-05-2021,West,25-08-2024,No
35684b8d-eb9a-448e-9e40-ffaea327c0a0,24,Female,34681,Retired,635,Single,39468.13,179684.07,1,342,01-07-2020,South,15-04-2024,No
11bc264e-7286-4d31-94b1-339f8d87fbc5,61,Female,60625,Employed,646,Divorced,10589.92,25177.64,1,495,28-05-2023,North,19-01-2024,Yes
48b2dd51-9781-45e4-94cf-8851c0be6a26,25,Male,53657,Employed,574,Married,41192.41,133029.73,1,405,14-07-2023,East,09-09-2024,No
defe0f32-c8f2-4666-a2a4-abca4e0b2013,64,Female,41538,Employed,632,Single,32788.61,181862.18,2,64,05-08-2023,North,01-08-2024,No
053cf324-f471-4ac5-b688-ff9ccb897d71,52,Female,30795,Employed,694,Divorced,21529.52,37906.14,0,316,30-05-2023,East,17-08-2024,No
963620c9-5890-4904-ba82-287784959b52,31,Female,63086,Student,678,Single,23443.4,193823.76,4,367,04-02-2022,North,01-09-2024,No
8fe59730-aabe-4dec-abd8-4a245d1ab751,34,Male,59753,Student,675,Single,13575.71,93312.26,1,432,18-01-2023,South,03-07-2024,No
1d63c4b0-df89-4801-8d4e-3cbc8cdd3806,53,Female,48512,Unemployed,652,Married,37853.6,189414.45,1,426,16-05-2021,West,05-04-2024,No
3ee3c7f7-20da-4ddf-a5bd-22c6b2a330d0,67,Female,77699,Retired,650,Single,26130.86,136979.91,1,170,29-10-2023,North,29-05-2024,Yes
740e2bb6-31e2-4e32-bd4c-4a0193880d36,57,Female,33948,Employed,616,Widowed,16721.87,63809.44,0,294,10-09-2022,East,28-01-2024,No
0121db3c-1568-4954-bf9b-36ca11135af2,21,Male,27117,Employed,684,Married,30206.46,41718.99,3,334,27-01-2024,North,01-04-2024,No
741b9623-72b4-48c0-a220-023f54f146dc,19,Female,39621,Retired,671,Widowed,49790.99,64228.33,2,207,20-04-2022,South,02-03-2024,Yes
d8f1bd70-8b43-4416-9ae0-503c7b2ba17a,23,Male,49316,Retired,674,Single,22327.85,23138.39,0,168,03-05-2024,South,19-02-2024,No
038323d7-7014-4ea9-9ece-ca8cee1f2060,59,Male,53650,Unemployed,623,Widowed,46113.88,33054.25,1,89,20-09-2020,North,24-10-2024,No
b825d6d1-47e8-4c35-9bc7-e747d2fe3c7e,21,Male,46381,Retired,542,Divorced,17905.83,25408.79,0,40,10-04-2021,West,19-09-2024,No
65dd4d96-5f28-493c-b853-46eb32db0c6b,46,Male,55280,Employed,704,Single,3681.9,87473.99,0,482,21-09-2020,East,24-02-2024,No
1435852a-8184-45b9-beb5-f8ddce9e4687,35,Male,31226,Employed,626,Divorced,11007.86,160137.78,0,121,10-01-2021,South,03-07-2024,No
3d9da920-7f94-4996-a44e-ea37490c180d,43,Male,71656,Employed,606,Widowed,21516.06,32569.79,3,55,22-12-2020,South,14-10-2024,Yes
a9c2d923-0180-4f17-a80c-271206f9e992,61,Female,48767,Employed,684,Divorced,11762.11,30412.48,4,362,28-07-2024,North,09-04-2024,No
464ae926-37bc-4ba2-81b7-6a6449d3675a,51,Male,66759,Employed,630,Single,1011.12,130468.65,2,214,06-08-2020,South,15-03-2024,No
9c6c9d2b-051b-4a41-9917-b8e6c43cd05e,27,Female,55140,Unemployed,702,Divorced,45835.08,43450.68,3,61,04-05-2020,South,02-06-2024,No
317073be-2a3f-471e-94a1-941f6a86760d,53,Female,56851,Employed,680,Widowed,42350.09,24033.96,3,147,23-08-2022,East,12-10-2024,No
01a3d53d-9d37-4396-9904-384aadfd13cd,31,Male,58546,Unemployed,684,Widowed,37372.32,37535.47,4,481,07-11-2024,West,17-05-2024,Yes
f1d5a65d-fd0a-4d6f-84d0-6151a541ace8,48,Female,56715,Employed,581,Widowed,9222.92,185127.62,3,83,23-04-2022,East,17-08-2024,No
a5d975be-ad15-4754-a2d5-e3a97f4b086e,65,Female,59640,Student,710,Single,6897.82,165186.89,0,50,12-01-2020,West,12-08-2024,No
8ea4a7e4-a1f5-4f53-b778-444958081ee2,32,Female,69937,Student,663,Widowed,4312.63,74042.59,0,488,18-07-2020,East,01-03-2024,No
b27a0b32-6977-4b0a-b62a-61aaaaedda01,25,Female,52947,Student,631,Single,36477.43,132885.05,1,86,22-05-2023,North,15-07-2024,No
6b5edde5-0d39-4f51-8630-889edc43e920,31,Male,60635,Student,657,Divorced,46511.59,109768.76,3,396,20-05-2023,South,26-12-2024,No
d1317474-4689-4360-92ab-7dd39fc9f827,40,Female,48653,Unemployed,561,Widowed,22096.26,137039.23,1,196,03-09-2021,West,13-10-2024,No
b76828c9-5c4d-4a42-b610-a6332f8c7448,57,Male,71601,Unemployed,670,Divorced,6837.89,138120.87,2,379,14-12-2023,North,23-07-2024,No
11b7fe0d-c716-4838-8cf9-5ef593a74d9e,38,Female,39854,Retired,598,Married,26107.25,127603.13,0,61,07-02-2024,South,17-09-2024,No
ce667b8e-2308-47a3-9d26-f92ac882c7cb,33,Female,77014,Employed,582,Divorced,18092.76,56889.77,2,427,06-11-2023,South,28-10-2024,No
4d00657c-5772-4bae-b1f8-bf8432233e53,62,Male,49397,Student,573,Married,19366.42,12606.25,4,442,11-02-2023,South,16-09-2024,No
c53408f3-c62b-46c7-aefa-e2d5f5e9c3de,35,Female,28538,Unemployed,705,Divorced,31445.2,93835.52,0,421,02-02-2020,East,21-09-2024,No
5727aa8f-07ac-4cff-9088-bc4a6536920c,64,Female,51921,Employed,618,Single,36217.19,178739.91,2,476,14-04-2021,North,03-11-2024,No
c9b57b84-d135-4cb5-932b-a1fadf3cb7b5,41,Female,39784,Employed,726,Divorced,6419.58,116051.97,4,96,21-11-2024,North,29-03-2024,Yes
2e986f4b-9c71-4677-91ce-30e3331e61c8,43,Male,62609,Unemployed,623,Single,2743.92,167316.25,2,118,02-06-2022,South,03-06-2024,No
85fcf4b2-4b35-464b-b153-bff9ff1bd445,42,Female,40210,Student,564,Single,49722.18,198366.75,4,489,10-04-2022,West,25-06-2024,Yes
f3f75daa-058b-42d0-86fc-de2ca82221c2,62,Male,43307,Retired,594,Widowed,12403.69,36905.16,4,406,26-07-2024,North,27-02-2024,No
a5398ced-ef94-48c3-9679-e654531a914b,58,Female,21656,Employed,711,Single,3637.7,139896.64,0,234,04-11-2022,East,09-06-2024,No
136135cd-212b-48a3-8b70-e926b00fd6bc,46,Male,43215,Retired,642,Married,10303.89,136487.25,1,491,01-08-2024,West,07-08-2024,No
0428965b-9e44-462a-b3dc-c010ff15b46f,32,Male,13641,Student,622,Widowed,2908.93,196091.31,4,490,17-02-2021,West,26-10-2024,No
61f1c980-0da1-4a37-9e36-595cae97808c,62,Female,26241,Student,658,Widowed,20198.73,197192.14,4,257,27-08-2021,West,04-12-2024,Yes
b520d1fb-d213-4d9b-9931-07a55f71af87,18,Female,61406,Retired,675,Divorced,40317.69,138902.33,0,78,09-11-2023,West,24-09-2024,No
745f41e2-af19-430c-a41d-bc3f976e6e9c,42,Male,61787,Student,705,Single,17720.98,52504.88,1,129,04-10-2020,North,26-09-2024,No
b5d346cb-bb99-4771-8b6e-8daba57027c5,24,Male,56381,Employed,722,Single,22764.99,160718.39,3,76,23-01-2020,South,17-06-2024,No
70b18b81-b2ea-40bf-93c7-79522d27097c,26,Female,35495,Retired,632,Married,34103.75,25870.68,3,70,14-03-2022,West,13-11-2024,Yes
dcd36caa-85b1-469d-ac30-bb772f470f3b,41,Male,49284,Student,583,Divorced,25935.81,157236.36,1,453,28-09-2021,East,05-04-2024,No
ca65532d-5ff9-4b8c-a6a9-342531bd90e7,18,Female,49945,Retired,629,Divorced,43210.84,182488.24,2,336,23-10-2023,East,10-10-2024,No
35ba0e18-06c5-4fd2-9b56-d882b7ed4bbd,61,Female,32624,Employed,663,Widowed,43435.75,79652.51,0,417,29-08-2022,South,15-07-2024,No
ef31cb3a-9646-4c04-93e8-e596c2a2e418,25,Female,72550,Student,601,Widowed,1485.62,127973.88,1,200,08-07-2021,North,18-02-2024,No
e81dcead-bcd5-4688-b6ab-3e9dbab67564,41,Female,63160,Employed,602,Widowed,39124.27,88877.83,3,479,10-09-2024,South,25-05-2024,No
3c40927d-8b49-4c37-9ee7-cdb83edf8c4a,28,Male,46685,Student,667,Married,23575.95,90364.19,4,198,08-12-2022,West,19-02-2024,No
fc12df3d-459a-431e-aafa-0fa0689eece8,68,Female,50403,Unemployed,647,Married,49453.19,65522.32,3,160,23-09-2024,North,27-01-2024,No
4464622a-3830-47a8-b0eb-6c743c25e723,34,Male,53125,Student,651,Widowed,24678.37,153615.28,4,295,25-10-2023,North,02-10-2024,No
71baed81-957d-413a-b15e-8b060c9c4587,25,Female,19373,Retired,612,Divorced,49357.9,187554.43,0,453,25-03-2024,West,12-11-2024,Yes
77fef15b-9ae6-489a-869b-5a80c3ad8149,52,Male,46292,Student,638,Married,37973.9,188446.42,4,411,24-04-2023,East,06-07-2024,No
d4d2e42e-edd2-436a-b3b4-f83f66b2a552,52,Female,39770,Employed,603,Divorced,13181.64,39082.35,1,105,29-06-2020,West,07-06-2024,No
7384bd45-bb04-4df5-b4d3-f5765b318348,50,Male,34975,Employed,694,Divorced,27381.35,175575.01,4,321,30-10-2024,South,28-12-2024,Yes
d0f58daf-5f5e-4bd1-972d-05920b0130f9,22,Male,45783,Student,701,Single,49614.65,148799.13,2,318,20-10-2020,West,27-10-2024,Yes
1ee0ff73-b469-41a0-adcb-d5fb6b6d985c,59,Female,76965,Retired,557,Widowed,43019,54303.29,1,272,26-12-2020,East,17-11-2024,No
ac54e58e-8262-497f-8751-9a978ded47f0,56,Female,59612,Unemployed,603,Single,5770.98,18120.5,0,106,05-02-2024,West,19-10-2024,Yes
1beb9bc7-958d-41bb-b6e0-f59da1bb6408,58,Female,41432,Retired,575,Widowed,35612.23,57259.47,1,462,11-04-2024,South,09-02-2024,No
5fc98ffa-e4b9-4e11-a417-044a64eaef3e,45,Female,58588,Unemployed,617,Widowed,17933.4,182880.61,2,122,18-06-2024,South,17-11-2024,Yes
67fb4fd9-77a8-4758-9b72-57ee19fe5124,24,Male,70990,Employed,645,Divorced,1342.13,128469.84,0,485,15-06-2024,East,06-10-2024,No
1762e0fc-6c03-4948-9a55-1af66aadf493,26,Female,63869,Retired,577,Widowed,20770.57,145605.66,3,134,04-06-2021,South,19-12-2024,Yes
9ec2f985-b5ca-4da0-9f79-3c1ba0d12c2d,25,Male,50894,Unemployed,603,Divorced,12502.97,55144.71,2,465,08-09-2022,South,17-06-2024,Yes
67f6918a-17b0-46dc-8a1d-5ea5805ba38d,29,Male,40295,Student,599,Divorced,41124.59,145280.69,0,472,22-08-2024,West,28-08-2024,No
c28d26b6-5fb1-4c31-bb77-dfadc74e170b,51,Female,60473,Employed,660,Widowed,17529.2,10483.69,4,445,30-12-2020,North,19-05-2024,No
1828050a-7941-4e1c-8f7c-eba17c04ef50,50,Male,55902,Student,653,Divorced,41548.66,78187.66,1,141,04-03-2021,South,29-12-2024,Yes
7e57af15-96b1-4a28-bbb1-ada46b3e361e,65,Male,63427,Employed,613,Divorced,1029.3,127216.9,0,427,14-10-2021,South,24-09-2024,No
c1bdb018-985d-4767-b5f1-e44657fa458a,40,Male,59527,Retired,658,Divorced,16083.14,33488.83,1,462,28-04-2022,East,21-12-2024,No
c2e095f5-c631-44a8-9ea2-4a9f4b9b0194,41,Male,65743,Retired,622,Married,12817.1,165485.7,4,426,19-11-2021,East,07-12-2024,No
8f41134f-2b03-46a1-a682-a77f6358d555,54,Female,41971,Employed,636,Divorced,12444.8,50831.1,0,130,11-03-2023,West,04-07-2024,No
424fae15-0f1e-48dd-92a2-06973dfbfe08,52,Female,69760,Employed,733,Married,4341.14,132194.82,3,206,04-01-2021,West,21-10-2024,No
e5982802-a259-434b-b64f-d40ba4683869,61,Female,52963,Employed,717,Married,10169.09,84013.44,2,303,30-06-2020,South,23-06-2024,No
12a940fb-c6b5-48dd-a2c3-58e8632af65c,57,Female,81128,Retired,585,Divorced,28221.93,121228.5,0,491,18-08-2024,North,02-12-2024,No
bc75f6c4-d168-4565-9419-5d1ea1cfa3f6,39,Male,39662,Unemployed,691,Divorced,15276.69,25952.86,4,131,23-08-2024,North,19-01-2024,Yes
6f355d9d-08b8-4031-a6c9-49a6ec5e2987,44,Male,76039,Student,690,Married,21452.34,8298,0,291,14-11-2021,West,11-05-2024,No
e6324fb0-53f0-47fc-b1b3-54cb6b6b3329,52,Female,52968,Student,592,Married,19466.48,182365.06,1,394,11-11-2024,East,25-02-2024,No
cb405226-a2dd-4651-a9d7-5a250ac3b28e,18,Female,40228,Retired,690,Divorced,43919.34,57577.85,0,269,06-03-2024,South,16-05-2024,No
9347989c-3f34-4fad-a5b2-a47bb9bbb226,52,Female,42741,Student,726,Divorced,45359.65,164837.02,3,48,14-06-2022,South,20-07-2024,No
a1e801fe-7f56-4b1e-bc8c-6f489bcecd4d,54,Male,45194,Employed,593,Widowed,25154.89,199873.31,0,63,27-07-2020,North,26-10-2024,No
1c37cb50-7940-4db6-a374-f13c904da672,64,Female,56362,Unemployed,604,Married,17177.64,46229.1,2,483,30-11-2024,West,20-04-2024,No
3ad810f8-22f8-4d5c-b299-aa04ae21aa64,31,Female,57842,Student,700,Married,6233.23,56708.29,0,170,21-09-2022,North,25-07-2024,No
670b7c49-63d6-4e53-bff5-d29133298a23,20,Female,41394,Unemployed,663,Widowed,47716.74,134257.66,1,298,07-09-2024,North,13-12-2024,No
ad840c30-d777-4fc0-ad76-2dda12800ef0,18,Male,49634,Employed,677,Married,3951.12,193262.48,0,209,29-05-2022,West,06-01-2025,No
6d393c82-1aed-4b3d-8649-d78a1cbc05c4,22,Male,82134,Student,667,Single,15584.86,183583.8,3,285,21-12-2021,East,18-07-2024,No
ff33985d-b3a3-472a-b9a9-96d59e08f45d,43,Male,75913,Retired,669,Married,15605.24,103060.73,4,25,25-08-2021,South,24-03-2024,No
0a08982d-4f8a-4b64-91e8-5271ff6baab6,31,Male,56544,Unemployed,583,Widowed,16699.66,160046.51,0,414,04-03-2024,East,24-07-2024,Yes
921a33cd-d3b7-4e86-aade-2bef2f955c32,56,Male,50570,Employed,702,Single,9050.06,31470.44,0,182,17-04-2020,West,20-01-2024,No
8974a4fc-7b2b-416f-aa05-0dcb769bb815,44,Male,51800,Unemployed,708,Divorced,39374.91,195600.45,2,257,16-06-2024,West,09-04-2024,No
d84e12f9-2d79-488f-a9cd-ed1e2f0a77f6,26,Male,59202,Student,638,Widowed,7002.4,193048.88,3,392,24-06-2024,South,18-07-2024,No
c320d85c-e559-49f0-b15b-c133898383c0,32,Male,34658,Student,647,Widowed,32110.43,36927.15,4,227,10-09-2021,East,02-02-2024,Yes
6021c01d-c77e-4ec8-9ddd-3477c9a70bce,32,Female,46139,Retired,573,Divorced,7068.46,63387.51,1,96,20-11-2021,South,20-10-2024,No
876dc214-afb9-4347-8dc2-0b3e9a5c1c18,43,Female,24971,Employed,675,Widowed,4456.25,24530.22,0,91,13-02-2022,North,20-03-2024,No
04ea3844-5fba-450c-9ec5-b47197a2e253,59,Male,55988,Employed,678,Married,45562.05,57984.93,4,71,12-02-2020,North,04-11-2024,No
6c772b53-69e8-4d70-bdbe-14f47028812f,30,Male,59707,Retired,646,Divorced,10316.31,164111.38,1,296,04-12-2024,North,06-12-2024,No
3da0c61f-3607-4e81-88ea-b77d06872f6b,68,Female,42752,Retired,706,Widowed,41241.26,78771.54,3,51,02-04-2023,East,23-03-2024,No
ffafe463-3619-499f-8184-f9af0cc1e60f,49,Male,73609,Employed,633,Divorced,27686.91,22237.41,3,21,08-10-2020,North,12-08-2024,Yes
afc90b21-e7e1-4168-bbe9-0e7746e30bff,56,Male,31613,Unemployed,678,Divorced,4814.97,71733.98,4,330,19-04-2020,South,08-10-2024,Yes
235b34c4-a445-49f8-a9c4-d5dddb10ca20,66,Male,28034,Unemployed,599,Divorced,47816.96,196369.75,1,243,21-01-2021,East,19-02-2024,No
966ffde1-7d32-4c1b-9297-d2fee9638138,69,Female,53366,Retired,648,Single,13101.1,127788.3,3,338,20-01-2024,South,19-08-2024,No
254d7af3-c99d-4c6b-a8e9-a43f60d3c3d4,49,Female,65706,Unemployed,641,Widowed,43122.62,86151.38,4,140,08-05-2024,West,18-09-2024,Yes
4ac9b2d6-8e4e-43b0-9ba9-cede240b55e6,21,Female,75258,Employed,661,Single,9271.69,37475.01,3,124,12-04-2023,East,06-05-2024,Yes
2f7842ba-6f57-4c5f-aa97-3a233af69786,47,Female,43116,Student,631,Widowed,42843.2,197304.48,3,227,09-07-2024,South,21-03-2024,Yes
1116e7e0-1668-466c-a160-f14700aaeea3,54,Female,66180,Student,643,Married,1648.21,165065.56,3,146,04-11-2020,South,12-10-2024,No
71ce14bd-43bb-429f-b52c-8b15eaa54ced,40,Male,49422,Unemployed,691,Married,26077.24,59888.07,2,115,25-04-2021,East,06-03-2024,Yes
253700d4-7fb6-4381-a60a-1fcaa200f69d,56,Female,47410,Retired,628,Married,38702.69,18663.4,1,188,29-05-2023,West,10-02-2024,No
2fb35f30-5e8c-4941-b4e7-2c998786e88b,62,Male,63254,Retired,569,Widowed,46804.98,16041.98,4,25,18-05-2020,East,29-03-2024,No
02b3e7fe-688d-43aa-bdf2-fb62de017ebd,32,Male,59784,Retired,737,Divorced,45550.9,28473.74,4,481,23-01-2023,North,26-03-2024,Yes
d30543a8-2041-44a8-a8e9-8a6298ff633b,60,Female,26354,Retired,719,Divorced,41161.62,118249.87,1,251,23-10-2021,North,25-07-2024,No
384fa4ac-a58c-46b6-8063-72fcea6e6ce9,46,Female,72148,Retired,585,Single,44521.38,186108.87,1,343,05-06-2024,West,24-04-2024,Yes
1ab70e9a-e23f-482d-8556-53371c9f2368,53,Male,70701,Unemployed,684,Single,10761.76,101864.97,1,390,22-05-2024,South,02-03-2024,No
e40e0212-2f1b-46e3-9336-16b76bb8e161,30,Male,40616,Student,624,Married,14925.03,169374.37,1,396,27-04-2021,South,13-04-2024,Yes
e3044984-205b-4f4b-946f-dec83d253cbe,49,Male,55937,Student,663,Single,15159.46,91947.89,0,235,02-04-2020,South,13-03-2024,No
cf0540c8-9680-4931-83e3-1b772d898d27,24,Female,57410,Unemployed,664,Widowed,19475.64,143173.79,4,490,18-11-2022,East,14-09-2024,No
8701847e-e503-4811-af28-ebb88d6891bc,68,Female,53910,Retired,638,Widowed,20272.71,147715.18,0,251,24-09-2021,East,13-03-2024,Yes
